datetime,forecast,Номер скважины
1992-04-11,12.450862226217156,0
1992-04-12,11.063844639463092,0
1992-04-13,9.233537026458439,0
1992-04-14,9.102767878230683,0
1992-04-15,8.850603993690141,0
1992-04-16,8.935865422416095,0
1992-04-17,8.249183157303369,0
1992-04-18,8.008929814573488,0
1992-04-19,7.517642922476124,0
1992-04-20,7.49449023971831,0
1992-04-21,7.428882971246575,0
1992-04-22,7.011044828869361,0
1992-04-23,6.781866832651602,0
1992-04-24,6.599027646890168,0
1992-04-25,6.664102517037115,0
1992-04-26,6.549188117071775,0
1992-04-27,6.559601408324337,0
1992-04-28,6.728649512837926,0
1992-04-29,6.4587591284387145,0
1992-04-30,6.308532871819116,0
1992-05-01,5.706702095146772,0
1992-05-02,6.19649602078742,0
1992-05-03,6.076636114748665,0
1992-05-04,5.456318553883222,0
1992-05-05,5.015887756356424,0
1992-05-06,5.215951309305279,0
1992-05-07,5.357598350219661,0
1992-05-08,4.783749386545716,0
1992-05-09,4.483564656873019,0
1992-05-10,4.187410655766218,0
1992-05-11,3.751287943991236,0
1992-05-12,3.3191081745455415,0
1992-05-13,3.932029250244387,0
1992-05-14,3.7091299189088636,0
1992-05-15,3.8546393087804645,0
1992-05-16,3.321852256847955,0
1992-05-17,3.1393673685228443,0
1992-05-18,3.440006158964502,0
1992-05-19,3.604139671479605,0
1992-05-20,3.686296103847213,0
1992-05-21,3.7683931024378596,0
1992-05-22,3.5766387663560026,0
1992-05-23,3.5483530178467237,0
1992-05-24,3.3444719159305416,0
1992-05-25,3.1604218962339106,0
1992-05-26,2.853938138480765,0
1992-05-27,2.663495250754819,0
1992-05-28,2.046961148295373,0
1992-05-29,2.6809959076152543,0
1992-05-30,2.2239765150122612,0
1992-05-31,2.827384655090985,0
1992-06-01,2.7034085548206104,0
1992-06-02,3.0789575044375868,0
1992-06-03,3.2561934826236767,0
1992-06-04,3.3785906609280953,0
1992-06-05,2.1332331380450773,0
1992-06-06,2.7541152231637307,0
1992-06-07,2.728453557026631,0
1992-06-08,2.669224106517527,0
1992-06-09,2.4206316598704576,0
1992-06-10,2.7344803128199926,0
1992-06-11,3.213123829104031,0
1992-06-12,3.301623036955351,0
1992-06-13,2.828322244160936,0
1992-06-14,2.4291432329613656,0
1992-06-15,1.9123925464299085,0
1992-06-16,1.4355708520938844,0
1992-06-17,1.7528846711657617,0
1992-06-18,1.451574429134273,0
1992-06-19,2.1549564604443043,0
1992-06-20,1.6196739299837928,0
1992-06-21,1.216224303424962,0
1992-06-22,1.1049382379866313,0
1992-06-23,1.2331454695206725,0
1992-06-24,1.7669035310125498,0
1992-06-25,1.8580548113171091,0
1992-06-26,2.1169365054958735,0
1992-06-27,2.466414794582053,0
1992-06-28,2.060153760456287,0
1992-06-29,1.6563975434477287,0
1992-06-30,1.7081379028386021,0
1992-07-01,0.9100568292185638,0
1992-07-02,1.0108784198864513,0
1992-07-03,0.43876176220952934,0
1992-07-04,0.5763699468786492,0
1992-07-05,0.8924145047112395,0
1992-07-06,1.0440064102601332,0
1992-07-07,0.6934757561690496,0
1992-07-08,1.2565384278367508,0
1992-07-09,1.5908195334101265,0
1992-04-11,10.026890020100998,1
1992-04-12,9.837248519056153,1
1992-04-13,9.865851516388114,1
1992-04-14,9.86769645643502,1
1992-04-15,9.792919134511182,1
1992-04-16,9.82267143019349,1
1992-04-17,9.983188470846168,1
1992-04-18,10.01103787194022,1
1992-04-19,9.929117615035349,1
1992-04-20,9.969153774587685,1
1992-04-21,10.006642129006796,1
1992-04-22,10.073302643882588,1
1992-04-23,10.106166848308192,1
1992-04-24,10.068069689301863,1
1992-04-25,9.97980655744184,1
1992-04-26,9.988686544429974,1
1992-04-27,10.001913446145448,1
1992-04-28,10.09193182851298,1
1992-04-29,10.212275051950154,1
1992-04-30,10.267883895044363,1
1992-05-01,10.297146605132372,1
